,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
0,"(0, 4, 8, 11)",[0.80856058 0.77232353 0.76988551 0.79921357 0.76066012],0.782128661535325,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'line_of_code_old')",0.023681976841855096,0.018425382537552243,0.009212691268776121
1,"(0, 4, 8)",[0.81073645 0.77300755 0.76693391 0.79421066 0.76561896],0.7821015063465109,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added')",0.02263734139415485,0.017612620669541883,0.008806310334770941
2,"(0, 4, 8, 9)",[0.81134939 0.76245147 0.76707147 0.79464477 0.76610161],0.7803237421068616,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted')",0.024823042145872286,0.019313170109816338,0.009656585054908169
3,"(0, 4, 8, 9, 11)",[0.80882501 0.76194094 0.76973724 0.79894454 0.76075634],0.7800408163579498,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.02565139983074952,0.019957660530683947,0.009978830265341973
4,"(0, 4, 8, 9, 10)",[0.81144646 0.75910091 0.76710205 0.79360765 0.76641721],0.7795348560502275,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.025451273677782195,0.0198019555847322,0.009900977792366098
5,"(0, 4, 8, 10)",[0.81147091 0.75858503 0.76716013 0.79359543 0.76656116],0.7794745315911374,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'files_churned')",0.025563650792521875,0.019889388797819606,0.009944694398909803
6,"(0, 4, 8, 10, 11)",[0.80867445 0.7532084  0.76987099 0.79939317 0.76070785],0.7783709723853701,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.028027738586897846,0.02180653281500522,0.010903266407502608
7,"(0, 4, 8, 9, 10, 11)",[0.80884871 0.75315949 0.76975788 0.79903091 0.7606455 ],0.7782884951248442,"('modified_subsystems', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.028039898753231676,0.021815993837533753,0.010907996918766876
8,"(0, 4, 5, 8)",[0.80867598 0.77049081 0.76266088 0.79331341 0.74898506],0.7768252291871983,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added')",0.027579354791260557,0.02145767498892816,0.01072883749446408
9,"(0, 4, 5, 8, 11)",[0.8062907  0.77093715 0.7668506  0.79617331 0.74029208],0.7761087661312972,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'line_of_code_old')",0.029916255164985025,0.023275862871872197,0.011637931435936097
10,"(0, 4, 5, 8, 9)",[0.81053621 0.7609428  0.76280609 0.79360995 0.74944076],0.7754671629392704,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted')",0.02935212791984418,0.02283695270989598,0.01141847635494799
11,"(0, 4, 5, 8, 10)",[0.8106241  0.75889838 0.76507903 0.79143713 0.74842544],0.7748928165101436,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned')",0.029326573192695857,0.022817070263996517,0.011408535131998257
12,"(4, 8, 10)",[0.80519397 0.76932148 0.76448901 0.78474366 0.75029598],0.7748088206088243,"('number_unique_changes', 'lines_of_code_added', 'files_churned')",0.02411040959748289,0.018758717776699504,0.009379358888349752
13,"(0, 1, 2, 4, 8, 11)",[0.80531473 0.7378894  0.75584054 0.78185778 0.79239762],0.7746600147047535,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'line_of_code_old')",0.03154803056468182,0.024545439569609792,0.012272719784804896
14,"(0, 4, 6, 8)",[0.80415304 0.76841582 0.76248357 0.79292211 0.74515316],0.7746255390295083,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added')",0.0273331951188992,0.021266154400977906,0.010633077200488951
15,"(0, 4, 5, 8, 9, 10)",[0.80600639 0.76015408 0.76284889 0.792689   0.75075707],0.7744910848857522,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.02713621932608409,0.021112900542252663,0.010556450271126332
16,"(4, 8, 9, 10)",[0.80515576 0.76796567 0.76436367 0.78437223 0.75015819],0.7744031026898087,"('number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.024217800557679792,0.018842271592156578,0.009421135796078289
17,"(0, 4, 5, 8, 9, 10, 11)",[0.80365015 0.75495858 0.76951331 0.7987252  0.7445743 ],0.7742843067113366,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.030080425761491197,0.02340359317336874,0.01170179658668437
18,"(0, 1, 2, 4, 6, 8, 11)",[0.80326037 0.73873009 0.75487451 0.78259148 0.79007678],0.7739066457084707,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'line_of_code_old')",0.030405501362193072,0.023656513034601385,0.01182825651730069
19,"(0, 4, 5, 8, 9, 11)",[0.80679359 0.7601984  0.76658616 0.79308719 0.74241741],0.7738165499516255,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.02977040595814794,0.023162387233976022,0.011581193616988011
20,"(0, 1, 2, 4, 8, 9, 10, 11)",[0.80486992 0.73754242 0.75311669 0.78107059 0.79170252],0.7736604279597936,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.031905343546490654,0.024823441208553437,0.012411720604276718
21,"(0, 1, 2, 4, 8, 10, 11)",[0.80540185 0.73827764 0.75310599 0.78058757 0.79072877],0.7736203648740695,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.031594374916708995,0.02458149704995689,0.012290748524978445
22,"(0, 4, 6, 8, 9, 11)",[0.80386567 0.75842989 0.76502553 0.79695362 0.74364288],0.7735835172160642,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.029659237255738668,0.023075894206735413,0.011537947103367705
23,"(0, 4, 6, 8, 9)",[0.80492342 0.75967717 0.76275718 0.79361912 0.74527324],0.7732500265569696,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted')",0.028711951552353905,0.022338873747093275,0.011169436873546636
24,"(0, 1, 2, 4, 8, 9, 11)",[0.80566476 0.73085201 0.75532695 0.78181193 0.79221981],0.7731750919157065,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.034500781991719284,0.026842780494515737,0.013421390247257869
25,"(0, 4, 5, 8, 10, 11)",[0.80638929 0.7552704  0.76688881 0.796197   0.7406354 ],0.7730761790249865,"('modified_subsystems', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.03175511007653533,0.02470655446500345,0.012353277232501724
26,"(0, 1, 2, 4, 6, 8, 10, 11)",[0.80331998 0.73843661 0.75216288 0.78138241 0.78894984],0.7728503447127657,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.030807674783760005,0.02396941761973341,0.011984708809866705
27,"(0, 1, 2, 4, 5, 8, 11)",[0.80414539 0.73933386 0.75409037 0.78024747 0.78575453],0.772714325742182,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'line_of_code_old')",0.029733390634801703,0.02313358805488046,0.011566794027440229
28,"(0, 1, 2, 4, 6, 8, 9, 11)",[0.80347742 0.73170799 0.75528568 0.78262511 0.78980582],0.7725804049371551,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.03312909874543252,0.02577556432831644,0.01288778216415822
29,"(0, 1, 2, 4, 6, 8, 9, 10, 11)",[0.8073217  0.73941029 0.75158662 0.78016722 0.7840572 ],0.7725086054478847,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.03115182222594081,0.024237176021569804,0.0121185880107849
30,"(0, 1, 2, 4, 5, 6, 8, 11)",[0.80224542 0.73975115 0.75393598 0.78115771 0.7845791 ],0.772333874882913,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'line_of_code_old')",0.028869719068780768,0.02246162223475444,0.01123081111737722
31,"(0, 4, 6, 8, 9, 10)",[0.80503042 0.75560821 0.76293143 0.79239094 0.74539641],0.7722714797499531,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.029111833330711993,0.02264999535595417,0.011324997677977084
32,"(0, 4, 6, 8, 10)",[0.80498609 0.75392376 0.76286417 0.79243832 0.74554266],0.7719510014561797,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned')",0.02939918492081188,0.022873564655329835,0.011436782327664917
33,"(0, 1, 2, 4, 5, 8, 9, 10, 11)",[0.80298218 0.73896396 0.75169821 0.77989514 0.78546895],0.7718016864060645,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.029906085126812983,0.023267950236664718,0.01163397511833236
34,"(0, 1, 2, 4, 5, 6, 8, 9, 10, 11)",[0.80154077 0.73919018 0.75144753 0.78182263 0.78434509],0.7716692380557968,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.029421000192608713,0.022890537677924257,0.011445268838962127
35,"(0, 1, 2, 4, 5, 8, 10, 11)",[0.80425086 0.73934762 0.75140778 0.77910642 0.78407798],0.7716381328613855,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.03001125143275478,0.023349773195532504,0.011674886597766252
36,"(0, 4, 6, 8, 10, 11)",[0.80383663 0.74806793 0.76514017 0.79718902 0.74369676],0.7715861009947812,"('modified_subsystems', 'number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.03183827144854283,0.024771256837690422,0.01238562841884521
37,"(4, 8)",[0.80532237 0.75478203 0.76365978 0.78419186 0.74935609],0.771462425791689,"('number_unique_changes', 'lines_of_code_added')",0.026567565004116646,0.020670468160705675,0.010335234080352838
38,"(0, 1, 2, 4, 5, 8, 9, 11)",[0.80425392 0.73246003 0.75378619 0.78034988 0.78573067],0.7713161381261535,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.03247175616691079,0.02526412947013865,0.012632064735069325
39,"(0, 1, 2, 4, 5, 6, 8, 10, 11)",[0.80240439 0.73957843 0.75125493 0.77976827 0.78308729],0.771218662500833,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.029231057793694663,0.02274275603860155,0.011371378019300774
40,"(0, 4, 5, 6, 8)",[0.80056097 0.76748036 0.76145945 0.79051924 0.73206404],0.7704168124642471,"('modified_subsystems', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added')",0.03080716919208123,0.023969024252230714,0.011984512126115357
41,"(0, 1, 2, 4, 8)",[0.80543166 0.73665434 0.74846076 0.77449253 0.7860024 ],0.7702083364032385,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added')",0.0320412329017184,0.02492916774352865,0.012464583871764325
42,"(4, 5, 8, 10)",[0.80537434 0.76993366 0.75911085 0.78352466 0.73247586],0.7700838738382287,"('number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned')",0.031277040270370614,0.024334599914204714,0.012167299957102355
43,"(4, 8, 9)",[0.80593302 0.74457828 0.76379505 0.78444484 0.74962166],0.7696745688038851,"('number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted')",0.02930546597345593,0.022800648130346237,0.011400324065173119
44,"(0, 2, 4, 8, 10, 11)",[0.7891107  0.75577329 0.75540185 0.76428419 0.78239527],0.769393058327023,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.017857639183488757,0.0138938499674501,0.0069469249837250495
45,"(0, 2, 4, 8, 9, 10, 11)",[0.78917031 0.75682492 0.75520773 0.76416802 0.78131529],0.7693372524016189,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.017432130453600796,0.013562789719667193,0.006781394859833595
46,"(4, 5, 8, 9, 10)",[0.80534835 0.76847314 0.75902067 0.78316239 0.73039056],0.7692790239087505,"('number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.03206505952754152,0.024947705667887825,0.012473852833943913
47,"(0, 4, 5, 6, 8, 9, 11)",[0.80178686 0.7573431  0.76338693 0.79432607 0.72943759],0.7692561101374166,"('modified_subsystems', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.03375514580527947,0.026262650209753623,0.01313132510487681
48,"(0, 4, 5, 6, 8, 9, 10)",[0.80255419 0.75648406 0.76169179 0.79154107 0.73314325],0.7690828707215511,"('modified_subsystems', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.03215650033777005,0.02501884972479049,0.012509424862395245
49,"(0, 1, 2, 4, 8, 9, 10)",[0.80516187 0.7357311  0.74565742 0.77248326 0.78603088],0.7690129076769766,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.03282684203403356,0.02554039833819414,0.012770199169097069
50,"(0, 1, 2, 4, 6, 8)",[0.80248082 0.73733148 0.74686955 0.77541041 0.7826593 ],0.7689503124045352,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added')",0.030638890200630133,0.023838097479891338,0.011919048739945669
51,"(0, 4, 5, 6, 8, 9, 10, 11)",[0.79910733 0.75149491 0.76487879 0.79696738 0.73222569],0.7689348202890411,"('modified_subsystems', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.03334019468283066,0.025939804139234995,0.012969902069617498
52,"(0, 1, 2, 4, 8, 9)",[0.80564565 0.73050809 0.74774082 0.77439623 0.78592311],0.7688427803200868,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted')",0.03444901705929249,0.026802505618462806,0.013401252809231401
53,"(0, 1, 2, 4, 8, 10)",[0.80550426 0.73549112 0.74547094 0.7719819  0.78487392],0.7686644296497626,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'files_churned')",0.032865936845802655,0.025570815429929745,0.01278540771496487
54,"(0, 1, 2, 4, 7, 8, 9, 10, 11)",[0.79796552 0.74049555 0.75094769 0.76891718 0.78487469],0.7686401269983982,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'rexp', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.02713611399231823,0.021112818589004288,0.010556409294502146
55,"(0, 4, 5, 6, 8, 10)",[0.80278958 0.75577176 0.7616444  0.78994222 0.73256439],0.7685424699279432,"('modified_subsystems', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'files_churned')",0.032188318625536116,0.0250436054336443,0.01252180271682215
56,"(0, 1, 2, 4, 5, 8)",[0.80376555 0.73796735 0.7469521  0.77343248 0.78002747],0.7684289897420818,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added')",0.030401413706372664,0.023653332699502,0.011826666349751
57,"(0, 2, 4, 8, 11)",[0.78810415 0.75083764 0.75541255 0.76400141 0.78192263],0.7680556768244418,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'line_of_code_old')",0.01877563650198108,0.014608083068623223,0.007304041534311611
58,"(4, 6, 8, 9, 10)",[0.80193054 0.76797102 0.75960075 0.77924399 0.73043983],0.7678372245800315,"('number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.03019143277283416,0.023489960399466586,0.011744980199733293
59,"(4, 6, 8, 10)",[0.8019336  0.76735043 0.75961756 0.77963376 0.73054298],0.7678156666987036,"('number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned')",0.030199574994422298,0.023496295324480186,0.011748147662240093
60,"(0, 1, 2, 4, 6, 8, 10)",[0.80254654 0.73630277 0.74443001 0.77295864 0.78163859],0.7675753101777085,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned')",0.031290537640826364,0.02434510132696932,0.01217255066348466
61,"(0, 1, 2, 4, 5, 8, 9, 10)",[0.80346672 0.73731466 0.74423894 0.77156308 0.78072564],0.7674618112974999,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.031152098234741497,0.024237390765793655,0.01211869538289683
62,"(0, 1, 2, 4, 5, 8, 9)",[0.80387561 0.73223839 0.74644309 0.77343554 0.78009444],0.7672174134985064,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted')",0.032532896379096156,0.025311698632352827,0.012655849316176412
63,"(0, 2, 4, 8, 9, 11)",[0.78895249 0.74486258 0.7549815  0.76406102 0.78184643],0.7669408053392814,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.02108392553576536,0.01640401035707253,0.008202005178536266
64,"(0, 1, 2, 4, 7, 8, 9, 10)",[0.80419584 0.74007826 0.74653175 0.76442175 0.77925847],0.7668972134206059,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'rexp', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.02977952306962386,0.02316948065644253,0.011584740328221266
65,"(2, 4, 8, 10, 11)",[0.78578154 0.7547293  0.75063893 0.76214041 0.78079415],0.7668168662159935,"('number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.01803742404221051,0.014033728695418175,0.007016864347709087
66,"(0, 1, 2, 4, 5, 8, 10)",[0.80381217 0.73651983 0.74381248 0.77074532 0.77873426],0.7667248097520272,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned')",0.0313420228915653,0.024385158601167398,0.012192579300583699
67,"(0, 2, 4, 6, 8, 9, 10, 11)",[0.78432484 0.75875394 0.75402158 0.75987588 0.77595001],0.7665852509518172,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.014840326945308919,0.011546278538132441,0.00577313926906622
68,"(0, 2, 4, 5, 8, 10, 11)",[0.77856226 0.75550121 0.75579316 0.76342362 0.77871578],0.7663992048084501,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.01335400066022366,0.01038986619294709,0.005194933096473545
69,"(0, 2, 4, 5, 8, 9, 10, 11)",[0.77780716 0.75677448 0.75493259 0.76225734 0.7801945 ],0.76639321601934,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.013623175753106944,0.01059929355997289,0.005299646779986444
70,"(2, 4, 8, 9, 10, 11)",[0.78579071 0.75577329 0.75052276 0.75888157 0.78069485],0.766332636437394,"('number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.01819365923136473,0.014155284980403034,0.007077642490201516
71,"(4, 5, 8)",[0.8054179  0.75319159 0.75827856 0.78290178 0.73104102],0.7661661687738862,"('number_unique_changes', 'purpose', 'lines_of_code_added')",0.03294514032537637,0.02563243842784061,0.012816219213920305
72,"(0, 1, 2, 4, 5, 6, 8, 9)",[0.80143071 0.73142979 0.7453456  0.77405154 0.77852103],0.7661557362284793,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted')",0.03199584971611454,0.024893858083312875,0.012446929041656436
73,"(0, 1, 2, 4, 5, 6, 8, 10)",[0.80140778 0.73687139 0.74327291 0.77161505 0.77738024],0.7661094732174885,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'files_churned')",0.03030500461761477,0.023578323153114745,0.011789161576557372
74,"(0, 2, 4, 6, 8, 9, 11)",[0.78354682 0.74653175 0.75366238 0.76465256 0.77561593],0.7648018872053468,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.01749341821422559,0.013610473679579944,0.006805236839789971
75,"(0, 1, 2, 4, 6, 8, 9, 10)",[0.79618936 0.73619272 0.74472654 0.76397236 0.78283327],0.764782849761889,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.0289261512578249,0.022505528395017713,0.011252764197508857
76,"(0, 2, 4, 5, 8, 11)",[0.77742885 0.74961022 0.75575036 0.76306976 0.77784287],0.7647404113944025,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'line_of_code_old')",0.014600422972680875,0.01135962509710138,0.0056798125485506895
77,"(0, 1, 2, 4, 7, 8, 9)",[0.80367308 0.73669408 0.72508331 0.77389869 0.78386014],0.7646418569952818,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'rexp', 'lines_of_code_added', 'lines_of_code_deleted')",0.037799025374361715,0.02940892589837961,0.014704462949189803
78,"(4, 5, 8, 9)",[0.80603161 0.74334169 0.75848721 0.78321665 0.73154522],0.7645244751891923,"('number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted')",0.034702999749625825,0.027000112780168898,0.013500056390084447
79,"(2, 4, 6, 8, 10, 11)",[0.78022531 0.75612332 0.7492021  0.76259057 0.77425652],0.7644795636695376,"('number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.01465810110106452,0.011404500640499448,0.005702250320249723
80,"(2, 4, 8, 11)",[0.78332442 0.74869616 0.74927624 0.76123705 0.77958716],0.7644242031094638,"('number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'line_of_code_old')",0.018838380213057435,0.014656899807450711,0.007328449903725356
81,"(4, 5, 6, 8, 9, 10)",[0.80096298 0.76642567 0.75924154 0.77682431 0.71852999],0.7643968972662047,"('number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.03461222160828259,0.026929484302172034,0.013464742151086017
82,"(0, 1, 2, 4, 5, 6, 7, 8, 9, 10)",[0.79120632 0.74072025 0.7487252  0.76016936 0.78099968],0.7643641623645843,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'rexp', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.024511345470228804,0.019070659506805185,0.00953532975340259
83,"(0, 2, 4, 5, 6, 8, 10, 11)",[0.77332396 0.7557901  0.75417444 0.76392956 0.7728848 ],0.7640205712596625,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.010438948311522549,0.008121856431748424,0.004060928215874212
84,"(2, 4, 5, 8, 9, 10, 11)",[0.77440005 0.75510379 0.75042646 0.76019382 0.77898443],0.7638217095914538,"('number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.014201223334185206,0.01104903421622798,0.005524517108113989
85,"(0, 2, 4, 5, 6, 8, 9, 10, 11)",[0.77209654 0.75490508 0.7538672  0.76237046 0.77524952],0.763697759471491,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.011200417682308261,0.008714305471836959,0.004357152735918479
86,"(2, 4, 8, 9, 11)",[0.78435007 0.74333099 0.74952997 0.76132876 0.77974034],0.7636560259908609,"('number_of_authors', 'number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.020764646422541107,0.016155600360023212,0.008077800180011606
87,"(0, 2, 4, 5, 8, 9, 11)",[0.7774533  0.74419156 0.75524441 0.76297499 0.77833783],0.7636404184102811,"('modified_subsystems', 'number_of_authors', 'number_unique_changes', 'purpose', 'lines_of_code_added', 'lines_of_code_deleted', 'line_of_code_old')",0.016817220159142342,0.01308436862005478,0.00654218431002739
88,"(4, 5, 6, 8, 10)",[0.80189692 0.76742992 0.75671028 0.7765828  0.71489823],0.7635036285727922,"('number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'files_churned')",0.036666443542167436,0.02852773875540516,0.014263869377702578
89,"(4, 8, 10, 11)",[0.79287396 0.75820748 0.74389655 0.7679351  0.75229583],0.7630417836254674,"('number_unique_changes', 'lines_of_code_added', 'files_churned', 'line_of_code_old')",0.02165468473560865,0.016848080405116553,0.008424040202558275
90,"(0, 1, 2, 4, 5, 6, 8, 9, 10)",[0.7830317  0.7368668  0.7436688  0.77241142 0.77915224],0.7630261925398998,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'purpose', 'experience', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned')",0.024436586682295296,0.01901249462999118,0.00950624731499559
91,"(4, 8, 9, 10, 11)",[0.79279142 0.75708019 0.743305   0.76712956 0.75222424],0.7625060817110121,"('number_unique_changes', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.021830399824786306,0.016984792714115866,0.008492396357057933
92,"(0, 4, 6, 7, 8, 9, 10, 11)",[0.77328269 0.74651188 0.75796521 0.78367063 0.74931298],0.7621486776828423,"('modified_subsystems', 'number_unique_changes', 'experience', 'rexp', 'lines_of_code_added', 'lines_of_code_deleted', 'files_churned', 'line_of_code_old')",0.01830289150450138,0.014240271399882681,0.007120135699941339
93,"(0, 1, 2, 4, 6, 8, 9)",[0.80264131 0.73042096 0.719443   0.77478983 0.78253922],0.7619668630599479,"('modified_subsystems', 'entropy', 'number_of_authors', 'number_unique_changes', 'experience', 'lines_of_code_added', 'lines_of_code_deleted')",0.040828915878975976,0.0317662836463083,0.01588314182315415
