,importance
files_churned,0.2639087762053891
number_unique_changes,0.1570432319150241
lines_of_code_added,0.14778074134330896
number_of_authors,0.09927141033937731
line_of_code_old,0.06454219656115025
age,0.0638841987849609
entropy,0.05760923133828545
purpose,0.033135157806866995
experience,0.032301160238249096
rexp,0.03158437425779987
modified_subsystems,0.024889950070604235
lines_of_code_deleted,0.02404957113898391
