,importance
number_unique_changes,0.45180123908199293
lines_of_code_added,0.18463701700792887
number_of_authors,0.06744622733705415
age,0.05784097989921251
line_of_code_old,0.050804942238367824
entropy,0.04215387348478992
files_churned,0.031701153576132374
experience,0.029197287544191597
modified_subsystems,0.026305348614055608
lines_of_code_deleted,0.025535138904817022
rexp,0.023461799826513884
purpose,0.009114992484943378
