,importance
number_unique_changes,0.4417414284021822
lines_of_code_added,0.20335256457816986
number_of_authors,0.0697390446152648
line_of_code_old,0.05381545042650788
age,0.052541120193991264
experience,0.03359924703561953
entropy,0.03265831039767138
files_churned,0.028507591485145048
rexp,0.025625533440694518
lines_of_code_deleted,0.023243798295848397
modified_subsystems,0.019643597471726438
purpose,0.015532313657178585
