,importance
number_unique_changes,0.4229330144362451
lines_of_code_added,0.20154923380266146
number_of_authors,0.0664301741939865
age,0.060245119502086365
line_of_code_old,0.058245159324909965
entropy,0.047721243699596655
rexp,0.02922851531316416
files_churned,0.028379721559125902
lines_of_code_deleted,0.028072415121157063
experience,0.026025585858814114
modified_subsystems,0.020431156119009038
purpose,0.010738661069243727
