,importance
number_unique_changes,0.17364871907545806
lines_of_code_added,0.14695648159280242
files_churned,0.10283116075929424
number_of_authors,0.09845931304766481
modified_subsystems,0.09451076595976989
line_of_code_old,0.0845086471192566
entropy,0.07403447427361473
age,0.065700338300692
rexp,0.05416872557490508
experience,0.053850147600206136
lines_of_code_deleted,0.04620938787626652
purpose,0.00512183882006954
