,importance
number_unique_changes,0.17514806832538932
lines_of_code_added,0.15395471612656714
files_churned,0.1416326225486154
entropy,0.11088170121790177
number_of_authors,0.08675639546929538
line_of_code_old,0.07443363991645605
modified_subsystems,0.0730809137521719
age,0.05501766490527798
rexp,0.036075126173013436
lines_of_code_deleted,0.034740645816144416
experience,0.03251204722790399
purpose,0.02576645852126332
