,importance
number_unique_changes,0.1672285518309035
lines_of_code_added,0.15728335638993704
files_churned,0.10693097229333194
number_of_authors,0.09664117644113226
modified_subsystems,0.09396055159014138
line_of_code_old,0.08303103369046898
entropy,0.07058752781693944
age,0.06272358975864022
experience,0.05544647862499136
rexp,0.055109340862512575
lines_of_code_deleted,0.0464619530180795
purpose,0.004595467682921785
