,importance
number_unique_changes,0.21846609705736877
lines_of_code_added,0.15947175518709458
files_churned,0.11629242504855798
entropy,0.10086571333323649
modified_subsystems,0.07823580656958307
number_of_authors,0.07563701390139674
line_of_code_old,0.06930211479036502
age,0.05962506322814849
rexp,0.035928361727628644
experience,0.033504774776508366
lines_of_code_deleted,0.031621088262322995
purpose,0.021049786117788894
