,importance
number_unique_changes,0.15934511097894882
lines_of_code_added,0.15759243715195959
files_churned,0.10641721996820688
modified_subsystems,0.1023599293207406
number_of_authors,0.09575182786200544
line_of_code_old,0.08392419358585278
age,0.07393937921812781
entropy,0.061929191094069566
rexp,0.0558712257095186
experience,0.0541071140539201
lines_of_code_deleted,0.04339209713210532
purpose,0.005370273924544482
