,importance
lines_of_code_added,0.15572185609675257
number_unique_changes,0.1483048627938921
files_churned,0.11182460340760231
number_of_authors,0.09680665810884362
modified_subsystems,0.0966980950057065
line_of_code_old,0.08782151838405354
age,0.07120561875207594
entropy,0.06673499070650524
rexp,0.059057582500764615
experience,0.05544210452241532
lines_of_code_deleted,0.04531186193010447
purpose,0.0050702477912837555
